Date,Open,High,Low,Close,Volume
2007-04-17,111.13516895959023,111.46031904652924,110.89318714187254,111.22590637207031,108424100
2007-04-18,110.85538595708712,111.6871724820844,110.83270160429898,111.36202239990234,88345300
2007-04-19,110.81753981855346,111.46028217487824,110.67386460410312,111.33173370361328,102947700
2007-04-20,112.08035448817301,112.38282012939453,111.1880612314177,112.38282012939453,124114100
2007-04-23,112.19378609745596,112.46600981385384,111.89132042960303,111.9593734741211,77270800
2007-04-24,112.08791764020671,112.21646612100645,111.39980654161103,112.0047378540039,114471000
2007-04-25,112.46597994193216,113.1692291634734,111.92910179334378,113.03311157226562,108418800
2007-04-26,113.04072565697565,113.27513831125127,112.74581755347938,113.16170501708984,88741600
2007-04-27,112.73820378172437,113.22972478519345,112.54915990461839,113.0709228515625,108191100
2007-04-30,113.15412729679755,113.22974947946142,112.07280162231996,112.13328552246094,100874100
2007-05-01,112.23160273115829,113.02558957137671,111.66447092219171,112.42064666748047,134342700
2007-05-02,112.59458488149085,113.38857186996016,112.48116311385023,113.07853698730469,87129800
2007-05-03,113.40369714306804,113.72884723162657,113.2222107788758,113.69104766845703,86569700
2007-05-04,113.99351416781413,114.27329555178186,113.59274187357397,114.12206268310547,96409000
2007-05-07,114.09181093640404,114.33378119786121,114.03887309082846,114.14473724365234,63461400
2007-05-08,113.86495125682015,114.12204825489862,113.52467446073668,113.99349975585938,80584000
2007-05-09,113.9102752000531,115.55874376598081,113.70610458729533,114.3034896850586,102070100
2007-05-10,113.97839285613021,114.19769033375033,112.87438247763669,113.10879516601562,153617800
2007-05-11,113.23731986137827,114.12960171821649,113.21463551168416,114.07667541503906,113408900
2007-05-14,114.07667255742145,114.40939172903548,113.26755897751225,113.82713317871094,108027500
2007-05-15,113.9556634536288,114.68159712459129,113.57001804181002,113.85736846923828,180673300
2007-05-16,114.03131801179721,114.65894533826938,113.71372554629217,114.63626098632812,114166500
2007-05-17,114.46985822144609,114.90844142416434,114.2656875926255,114.40936279296875,101132800
2007-05-18,114.94630969276785,115.40757751464845,114.79507680031998,115.40757751464844,99182000
2007-05-21,115.37727649625646,115.8687860297181,115.31678106257554,115.3470230102539,174664600
2007-05-22,115.46806073209687,115.81590673232955,115.22609043751103,115.25633239746094,82148800
2007-05-23,115.65711471515255,116.0730138149895,115.21097365275013,115.27146911621094,133786600
2007-05-24,115.3394922363376,115.85369777306947,113.98594265014934,114.22791290283203,187593000
2007-05-25,114.56063992960175,114.95385459771562,114.31865812204623,114.70431518554688,83309200
2007-05-29,114.89331561920295,115.31677208367357,114.52278544362952,115.12017059326172,82020000
2007-05-30,114.53037942523558,116.10321476632346,114.43963049293475,116.05784606933594,129013600
2007-05-31,116.20155192611573,116.36791155113009,115.78565286357983,115.93689727783203,114866700
2007-06-01,116.3603790299514,116.75358228445057,116.08058603393197,116.51161193847656,107771700
2007-06-04,116.10322711179296,116.74598115633022,116.0578584099813,116.52669525146484,78008800
2007-06-05,116.2544583571019,116.37543770214457,115.58902003690149,116.06541442871094,126917900
2007-06-06,115.58900560936455,115.65705864589292,114.74965021054196,114.81770324707031,164096800
2007-06-07,114.6059508559226,115.31675763435767,112.71551220617903,112.74576568603516,232414600
2007-06-08,113.10879631198132,114.3262400134736,112.73826595471708,114.21280670166016,175886000
2007-06-11,114.1295699939707,114.90087228415268,113.95565284855037,114.40936279296875,102015600
2007-06-12,113.93300757174438,114.59087683223751,113.08609435930937,113.16170501708984,233898000
2007-06-13,113.80446111379617,114.99166269171928,113.21464489620614,114.85554504394531,193208200
2007-06-14,114.98409207717421,115.7856365914174,114.96140772589014,115.58903503417969,146396500
2007-06-15,116.29987378380582,116.69478322285036,116.14038733732646,116.24671936035156,154030800
2007-06-18,116.48213553437576,116.48972571212254,115.93534144710907,116.1100082397461,88537500
2007-06-19,115.85181881482436,116.48215129482237,115.70752430170853,116.39861297607422,110851700
2007-06-20,116.63398260491127,116.63398260491127,114.64426739928734,114.78096008300781,177119700
2007-06-21,114.7353749191668,115.5175915903121,114.10504284268096,115.41886138916016,205262000
2007-06-22,115.06956129519946,115.25941999050461,113.80130660112769,114.3329086303711,204964700
2007-06-25,114.0975421549652,114.8645674918036,113.1710303364162,113.78617095947266,232014400
2007-06-26,114.07472529149845,114.26458402292904,112.60900985906451,112.6166000366211,198445700
2007-06-27,112.49512298595545,114.34814644969717,112.44195696767214,114.21903228759766,213638000
2007-06-28,114.20384979248047,114.98606698930078,113.66464579281755,114.20384979248047,157705000
2007-06-29,114.59870315535228,115.16827923781041,113.26969229628332,114.24176788330078,199701800
2007-07-02,114.57591099590181,115.37331975905701,114.49997447773,115.27458953857422,103357000
2007-07-03,115.57079415695667,115.8138188801527,115.42651126412272,115.69230651855469,54048400
2007-07-05,115.73786211016146,115.85937446268107,115.15310564126537,115.57078552246094,89279000
2007-07-06,115.72269835075534,116.32264684675766,115.38094336178231,116.17835235595703,81109000
2007-07-09,116.31501918308466,116.46690380253575,115.90491796370765,116.26945495605469,72348100
2007-07-10,115.65435969753257,115.89738447796908,114.50002675463715,114.61393737792969,180362600
2007-07-11,114.48481023193179,115.47207791141057,114.31014345102655,115.426513671875,175607600
2007-07-12,115.7150838729625,117.52254251612185,115.69230175460805,117.2491455078125,133882500
2007-07-13,117.38582418222484,118.06172058466481,117.24911991388284,117.59846496582031,111794300
2007-07-16,117.7047718986951,118.11486148072233,117.39340093401479,117.58325958251953,98378700
2007-07-17,117.65926812676733,118.0769597268227,117.4694093620203,117.52257537841797,126201300
2007-07-18,117.1276450817965,117.56052855073636,116.42137616475648,117.3099136352539,237887400
2007-07-19,117.8642826122911,118.11489749529896,117.5225392583916,117.76556396484375,145212700
2007-07-20,117.62885609948674,117.70480421496137,116.06442226037528,116.5732421875,245502500
2007-07-23,117.08965059816352,117.49975187490885,116.42135586148139,116.93017578125,121183900
2007-07-24,116.28463086904509,117.16557785152045,114.49236461658458,114.9024658203125,256732400
2007-07-25,115.4492799804723,115.73026714449729,114.10507715798235,115.13790893554688,265214500
2007-07-26,114.05953244377505,114.52278820831413,111.17367743130505,112.41156005859375,467592500
2007-07-27,112.55582857597501,113.05704670040076,110.15601200233095,110.20157623291016,422987600
2007-07-30,110.82427151509673,112.25201208961604,110.33823389645943,111.92546081542969,283017500
2007-07-31,112.64698930070973,113.50515451592298,110.14844178649089,110.66486358642578,316976700
2007-08-01,110.25473939200597,111.64450647527356,109.32063782681335,111.20403289794922,467670000
2007-08-02,111.45463348273117,112.21406819010669,110.3154814216679,112.09256744384766,294758400
2007-08-03,111.84958717797609,112.07741999824606,108.75109095125694,109.20675659179688,359398200
2007-08-06,109.51809485467149,111.50781027249432,108.24223839694358,111.0369644165039,324980000
2007-08-07,110.83190512697853,113.15577352104008,110.2927013758861,112.22167205810547,232568700
2007-08-08,112.7077744271417,114.3633375070684,111.89517324691394,113.78617095947266,274930600
2007-08-09,111.96350325920922,113.11784777367957,110.33831272444114,110.41426086425781,357622100
2007-08-10,109.65480242332113,111.25721049188003,108.69031687610766,109.8978271484375,411018400
2007-08-13,111.25717936920881,111.55335842755693,110.13321930009977,110.29269409179688,181917200
2007-08-14,110.64964719756145,110.92304418699624,108.38653475549619,108.60676574707031,264134500
2007-08-15,108.38655156315025,109.70797248167553,106.79173361279412,107.1106948852539,323834000
2007-08-16,106.16139848482602,108.5536253481562,104.04258023427448,107.91570281982422,546743700
2007-08-17,110.49777560797641,110.73319856789746,107.37649777161027,109.8978271484375,388218100
2007-08-20,110.2471497901275,110.47498255035215,108.81940864157151,109.84465026855469,187320400
2007-08-21,109.81429230778832,110.85471442334045,109.46494715144031,110.06489562988281,157066400
2007-08-22,110.88508639153142,111.48504645624882,110.36867621800674,111.37112426757812,173156700
2007-08-23,111.89515348346194,112.13057648645156,110.58133413861283,111.27242279052734,203915300
2007-08-24,111.24201354896176,112.64697265625,111.09012889661994,112.64697265625,128901900
2007-08-27,112.28245159158999,112.6469770891665,111.4318766465026,111.59895324707031,113024300
2007-08-28,110.99897274280744,111.06731908110918,108.94850147738224,109.14595031738281,219790700
2007-08-29,109.63960257933067,111.43947100434544,109.32824310629276,111.2875747680664,207654200
2007-08-30,110.45981476640704,111.78123579425228,110.35349433345797,110.99141693115234,191817300
2007-08-31,112.13056332640579,112.77608765527852,111.5078327065571,112.08499908447266,185477500
2007-09-04,111.97863244810901,113.90000111046643,111.94065839948264,113.21651458740234,120062000
2007-09-05,112.54823322672735,112.66974557390037,111.63691379904012,112.23686218261719,166261800
2007-09-06,112.35839761304253,112.85962745706402,111.72806521914717,112.49510192871094,127878400
2007-09-07,111.24203122284369,111.55340234185087,110.3155196318835,110.93067169189453,235447600
2007-09-10,111.27242877681203,111.42431347193855,109.60926413323699,110.71803283691406,192305900
2007-09-11,111.05971709045804,112.16848508734546,110.97617882318141,112.0090103149414,162081900
2007-09-12,111.85717949411779,112.73053672383402,111.62175649096103,112.29765319824219,149554600
2007-09-13,112.8140511061817,113.49753784699222,112.5482442691685,113.08744812011719,154079000
2007-09-14,112.36599018837623,113.22414372476753,112.19891358736766,113.07984924316406,121911000
2007-09-17,112.63177248594536,112.88997753486812,112.11536238809984,112.47229766845703,109870800
2007-09-18,113.0266949344259,115.81381956217506,112.49509283437479,115.783447265625,263759500
2007-09-19,116.504893002126,117.2491358458388,115.97329097090257,116.4669189453125,193779900
2007-09-20,116.45175826630754,116.52010463408622,115.51765647582396,115.64675903320312,175186800
2007-09-21,116.5234991687231,116.83633579548714,115.7833516245871,115.95884704589844,141457500
2007-09-24,116.30220009026894,116.6074221436309,115.49338202416372,115.74518585205078,139450200
2007-09-25,115.0737178487108,115.72230457445248,114.81428781562683,115.51628112792969,142289900
2007-09-26,116.17250464812044,116.56928756279703,115.51629167666918,116.12672424316406,135547000
2007-09-27,116.67608959809085,116.8210686141555,116.12670155986201,116.81343078613281,102713300
2007-09-28,116.63029402817207,116.88972400051915,115.96644344324643,116.42427062988281,133372100
2007-10-01,116.4395026697605,118.08002829254352,116.363194278597,117.73666381835938,148162300
2007-10-02,117.97329053759583,118.00380693075198,117.36285788716306,117.57650756835938,112978800
2007-10-03,117.36280260939525,117.82062979234225,116.75237024647554,117.33991241455078,119055900
2007-10-04,117.59178005785941,117.70623109423315,117.19499706003839,117.52310943603516,76864400
2007-10-05,118.29373707325033,119.11019302419038,117.98852664175837,118.91943359375,134579700
2007-10-08,118.56839956288293,118.64470797196293,118.09532002706679,118.28607940673828,71280400
2007-10-09,118.72865840740963,119.41538760864988,118.29372137506871,119.4001235961914,94054300
2007-10-10,119.0644064877325,119.3696285763733,118.58370061805053,119.2017593383789,101711100
2007-10-11,119.74346082944844,120.19366177135441,117.91980179896574,118.62943267822266,233529100
2007-10-12,118.62185879199811,119.30096195271105,118.47687975043593,119.28569793701172,124546700
2007-10-15,119.23987711442064,119.30854769724161,117.46199828665192,118.2784423828125,161151900
2007-10-16,117.82062979234225,117.90456438778156,117.10337263913877,117.33991241455078,166525700
2007-10-17,118.25558453620408,118.33951915250987,116.34036401890346,117.69857025146484,216687300
2007-10-18,117.0881679749247,117.65282023435215,116.80584766672838,117.27130126953125,148367500
2007-10-19,116.81342949429842,119.40012662775703,114.19621597817812,114.20384216308594,297169900
2007-10-22,113.58580837221515,115.03557554774642,113.43320313948023,114.86770629882812,261989800
2007-10-23,115.56970485778558,115.94358591060302,114.64642404041608,115.7986068725586,180085100
2007-10-24,115.37889580702198,115.78330471661258,113.57048916665455,115.58490753173828,326694200
2007-10-25,115.71466300235406,116.20300666655119,114.36409465103111,115.8596420288086,237374500
2007-10-26,116.7905276703525,117.21782684326172,115.905401301881,117.21782684326172,176484000
2007-10-29,117.45440826517166,117.84356501227236,117.1644618053509,117.60702514648438,106841000
2007-10-30,117.08811917595888,117.31703278805375,116.6455559640501,116.79053497314453,132981600
2007-10-31,117.49251229918151,118.47683720524576,116.62265000520969,118.00374603271484,220954400
2007-11-01,116.96603807288717,117.05761050957855,114.90583871430748,115.2415771484375,333040800
2007-11-02,115.62308829372294,115.98171690242943,113.85284709011407,115.37128448486328,331228200
2007-11-05,114.18100234329904,115.34082332768547,113.6697682961834,114.49385070800781,226841000
2007-11-06,115.11185274335146,116.06564974286782,114.3793315247898,116.0351333618164,177800500
2007-11-07,114.79136966973937,115.31786743655067,112.58619163930385,112.86088562011719,306639700
2007-11-08,112.92193495033018,113.23477150747367,110.69386662781122,112.28861236572266,374509900
2007-11-09,111.16697994611685,112.57859290301093,110.55654737201239,110.74730682373047,277745100
2007-11-12,110.8007235772456,111.86897183536914,109.64852905273438,109.64852905273438,243087800
2007-11-13,110.92276372474454,113.1660959605019,110.80831275068708,112.9906005859375,191117400
2007-11-14,113.860483251572,113.99782444496796,111.99866945422039,112.67777252197266,230558800
2007-11-15,111.83842969557125,112.54042290970847,110.27420024395792,111.052490234375,263111100
2007-11-16,111.64005377271997,111.7621426097085,110.31237551032483,111.24327087402344,308770600
2007-11-19,110.85411066809286,110.91515507825189,109.25936474791702,109.69429016113281,267746000
2007-11-20,109.8926963983516,111.04487917144037,108.4352915494888,110.36577606201172,414767500
2007-11-21,109.17545292939721,109.80877571859189,108.09956680643877,108.10719299316406,259012400
2007-11-23,109.16780546466195,110.13685492638879,108.88547360839121,109.97662353515625,77688400
2007-11-26,110.20554688452917,110.54892321836255,107.32890268270442,107.55017852783203,214232000
2007-11-27,108.15293240187175,109.28985075133224,107.55012629601225,108.7862548828125,293897900
2007-11-28,110.02242919255487,112.52519240315611,109.98427497153894,112.26576232910156,258596900
2007-11-29,111.87658715184146,112.71593330383911,111.47981591910772,112.30388641357422,199409900
2007-11-30,113.72312815734064,114.35645081472056,112.41834027385983,113.43318176269531,222908000
2007-12-03,113.07448203751257,113.2728675136495,112.38774158684147,112.6853256225586,146430400
2007-12-04,111.9070675396117,112.57853253232118,111.63999979320936,111.67815399169922,136533900
2007-12-05,112.87613828683045,113.84519922768614,112.79984151825352,113.54761505126953,171130000
2007-12-06,113.41025229319736,115.3788901789831,113.36447191216018,115.17286682128906,154457400
2007-12-07,115.53913883667593,115.60018323488748,114.87529992604668,115.14999389648438,148980100
2007-12-10,115.43229238486121,116.17243956509242,115.11181808667239,116.042724609375,123914300
2007-12-11,116.08853116240222,116.66080931884426,112.7998412195999,112.86088562011719,250346400
2007-12-12,115.2644961610416,115.80625815937022,112.31916958402437,113.97496032714844,322435600
2007-12-13,113.17377043746613,113.9902148172061,112.39546863274474,113.73841094970703,237551300
2007-12-14,112.87614614251896,113.76891037693021,112.24283518283607,112.2962417602539,159152900
2007-12-17,111.86892790816856,112.06731346591131,110.5336122883317,110.69385528564453,177269400
2007-12-18,111.47981227911755,111.76975868695091,109.84691207193752,111.31194305419922,245569300
2007-12-19,111.35772345317126,112.08260693730156,110.59468575555384,111.31194305419922,198917200
2007-12-20,112.04448581537046,112.05974983387969,110.77784006890307,112.01396942138672,214813800
2007-12-21,113.04566818504246,113.8511123087795,112.83088464602258,113.628662109375,146084400
2007-12-24,114.15797614103109,114.66424503426838,113.89715747531989,114.47247314453125,45601400
2007-12-26,114.02754790783452,114.81764706675594,113.91248946908904,114.71793365478516,67093100
2007-12-27,114.31135995596686,114.31902661571554,113.00731380442296,113.27578735351562,122981700
2007-12-28,113.94312396647551,113.99682568710675,112.6851014660995,112.991943359375,116398100
2007-12-31,112.83855290960477,113.22976324104907,112.04077551767166,112.15584564208984,108126800
2008-01-02,112.40131762551648,112.75418298541548,110.36854066417179,111.1739730834961,204935600
2008-01-03,111.15862648240092,111.60353853310825,110.51427594199316,111.12026977539062,125133300
2008-01-04,109.95427312992086,110.03098652954098,108.0902569083303,108.39708709716797,232330900
2008-01-07,108.78066706230518,109.10284237976784,107.46895410583762,108.3050765991211,234991000
2008-01-08,108.98780327561809,109.61680899607751,106.1956049909214,106.55613708496094,326365700
2008-01-09,106.69416984094315,107.99821591111639,105.62791896120567,107.67604064941406,301824900
2008-01-10,107.146741077891,109.54006124859757,106.90894590401437,108.38175201416016,335701200
2008-01-11,107.99055484175791,108.84968891743547,106.62514031227441,107.50728607177734,267076600
2008-01-14,108.2820453721935,108.81900413773299,107.69905153690213,108.37409210205078,170365500
2008-01-15,107.23113447558488,108.53519232190848,105.78133986621445,105.98845672607422,239940100
2008-01-16,105.36712714945305,106.71719677787549,104.53867134173078,105.07563018798828,378802600
2008-01-17,105.71226981545499,105.76597152997482,101.96888107725205,102.35242462158203,397892600
2008-01-18,103.35732861518113,103.57211208455769,100.56513180846481,101.30152893066406,348561500
2008-01-22,97.58118795526626,101.58537928790297,96.65301289876601,100.27366638183594,435923700
2008-01-23,97.48913467542624,102.9354598872212,97.2973628257831,102.68231964111328,511913000
2008-01-24,103.15791123206242,103.90966531851335,102.26042037031173,103.54913330078125,259949300
2008-01-25,104.71508524240994,104.90685707131651,101.715782733977,102.05329132080078,269603900
2008-01-28,102.22207929461933,103.95570459096798,101.30157660624333,103.74092102050781,217934600
2008-01-29,104.40057021478265,104.66904370575087,103.4647229157953,104.25482177734375,168968300
2008-01-30,104.00171726446739,106.27228954842323,103.24997484523577,103.4877700805664,334939200
2008-01-31,102.32944122751098,106.27226948476425,102.17602610834155,105.3747787475586,343680800
2008-02-01,105.81202278227555,107.09305715353315,105.48984752466792,107.0700454711914,206843600
2008-02-04,106.78623692803833,106.85527198153414,105.58190415009818,105.71998596191406,124694300
2008-02-05,104.27786111013512,104.51565632698788,102.53656946682267,102.88943481445312,286882500
2008-02-06,103.23459367724355,103.74854068121518,101.57001590786103,102.06095123291016,250792900
2008-02-07,101.10209699809792,103.39568027351284,101.04839527488201,102.7359848022461,297368100
2008-02-08,102.09165015265485,102.9584625828994,101.33224118546426,102.0763168334961,221643500
2008-02-11,102.09932123078468,102.9661218943466,101.28619888527145,102.5979232788086,188576300
2008-02-12,103.48776490363271,104.56168259166986,102.77436752850272,103.54913330078125,256654400
2008-02-13,104.33154462334156,105.13698866917312,103.66418238485272,104.60769653320312,181967800
2008-02-14,105.05260162950397,105.09095833482436,103.39569028017694,103.68718719482422,215207200
2008-02-15,103.17322635206658,103.7255300614894,102.72064772220725,103.6641616821289,154110300
2008-02-19,104.8761679313964,105.0065713570485,103.25761339386857,103.9556655883789,145190000
2008-02-20,102.78202418353061,104.74576565819295,102.60558568968742,104.26249694824219,220085700
2008-02-21,104.83015211300288,105.09862564225551,102.84339883627607,103.39569091796875,201051200
2008-02-22,103.53379225730531,104.20883294707711,101.91523729783913,104.03239440917969,205491000
2008-02-25,103.97102318202457,105.58957809747174,103.38804095978378,105.3441162109375,190107000
2008-02-26,104.89921263005564,106.58680274090852,104.70744076053087,106.13422393798828,212420700
2008-02-27,105.52052166199493,106.73252093793838,105.4054632548704,106.02680206298828,168395800
2008-02-28,105.27509468285254,105.8273986295692,104.74580242518019,104.99126434326172,170831100
2008-02-29,104.01704875522104,104.07840544262979,101.85385682210699,102.6516342163086,252715200
2008-03-03,102.13001414938404,102.64396129365424,101.43964018360607,102.40616607666016,189483500
2008-03-04,101.43195213483807,102.32944288659489,100.48077135767197,102.01494598388672,282513100
2008-03-05,102.34476271014327,103.38033500978156,101.51630721139676,102.65927124023438,270681400
2008-03-06,102.00727596152127,102.19138114545908,100.14325925655186,100.53446960449219,247911700
2008-03-07,99.54489420189384,101.05605669427352,98.63205869885209,99.49887084960938,326434600
2008-03-10,99.59859424532443,99.66762928070604,97.87264813185722,98.1871566772461,235683600
2008-03-11,100.27366931711556,101.8078441699419,98.91592129501319,101.7157974243164,341440600
2008-03-12,101.82318703263795,102.61328612867223,100.61118752007445,100.76460266113281,229161100
2008-03-13,99.42221477241891,101.74648904120062,98.64746058443393,100.98706817626953,351504200
2008-03-14,101.84617872505119,101.87685706531038,98.01840908626397,99.42218017578125,484687800
2008-03-17,97.09024136081445,99.15370226140126,96.70669770277972,98.41730499267578,405311100
2008-03-18,100.19691956748363,102.55188273112759,99.70598426075428,102.505859375,334416600
2008-03-19,102.89710278692148,103.28831314497604,99.7520397827464,99.96683502197266,345971600
2008-03-20,100.25359351394007,102.45832501652754,99.64458779555024,101.81848907470703,245320700
2008-03-24,102.7666567240747,104.69386883505884,102.71270090160715,103.85360717773438,208977300
2008-03-25,103.961546778133,104.49345928565657,103.12128498993224,103.95384216308594,192947200
2008-03-26,103.65320744221442,104.13885701773694,102.6125079352321,102.681884765625,196934300
2008-03-27,103.45275608902222,103.63777270831397,102.03433062943068,102.35810089111328,225153200
2008-03-28,102.5199999908883,102.80522367570603,101.03218582996074,101.37908172607422,180896100
2008-03-31,101.20947287887346,102.31954901179996,101.05529825213812,101.73368072509766,166692100
2008-04-01,102.99792289608297,105.48787761040074,102.92082970775884,105.31057739257812,254547300
2008-04-02,105.64980411107706,106.12774910357696,104.82495141728735,105.37998962402344,210910800
2008-04-03,104.8095140027017,105.9504203374292,104.61679278170456,105.64205932617188,175884800
2008-04-04,105.70372844722988,106.35128067060963,104.93284358571212,105.52642822265625,204446800
2008-04-07,106.28193326254979,106.82156228485756,105.41084103029323,105.58043670654297,154245500
2008-04-08,104.98683469704795,105.54957747847692,104.80181805422912,105.47249603271484,148937300
2008-04-09,105.31058646001512,105.45705647278086,103.98466349350528,104.70929718017578,195610600
2008-04-10,104.39324584758982,105.35685210275082,103.99238235186678,104.85578155517578,192967800
2008-04-11,103.67630026836413,104.16194969031712,102.53538230307466,102.82061767578125,222973300
2008-04-14,102.67414667926965,102.94394929710252,102.18078088602016,102.47370910644531,160522000
2008-04-15,102.97481320931074,103.05961102446715,102.01120702015649,102.71271514892578,172389200
2008-04-16,103.7148439312991,105.54184904893131,103.6994347032868,105.49559783935547,189268900
2008-04-17,104.85577732165902,105.80396254487871,104.57825826086652,105.64978790283203,179665700
